CaseOrder,StateId,State,CountyId,County,Population,AreaId,Area,TimeZoneId,TimeZone,Children,Age,GenerationId,Generation,Income,MaritalId,Marital,GenderId,Gender,Churn,Outage_sec_perweek,Outage_sec_perweek2,Email,Contacts,Yearly_equip_failure,Techie,Techie2,ContractId,Contract,Port_modem,Port_modem2,Tablet,Tablet2,Tablet3,InternetService,InternetService2,Phone,Phone2,Multiple,Multiple2,OnlineSecurity,OnlineSecurity2,OnlineBackup,OnlineBackup2,DeviceProtection,DeviceProtection2,TechSupport,TechSupport2,StreamingTV,StreamingTV2,StreamingMovies,StreamingMovies2,PaperlessBilling,PaperlessBilling2,PaymentMethodId,PaymentMethod,Tenure,Tenure2,MonthlyCharge,MonthlyCharge2,Bandwidth_GB_Year,Bandwidth_GB_Year2,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
5876,32,MI,1149,Oakland,32681,2,Suburban,78,America/Detroit,2,31,4,Millennials,58304.48,2,Never Married,0,Female,No,5.8,5.7796,18,2,0,0,No,1,One year,0,No,1,Yes,,#N/A,DSL,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,11,Mailed Check,50.8,50.77685,129.99,129.9915,4947.8,4947.825183,3,4,4,3,4,3,3,2
5877,44,NY,1503,Suffolk,7565,2,Suburban,90,America/New_York,4,88,5,Post War,17400.04,2,Never Married,0,Female,No,5.3,5.274699,16,1,1,1,Yes,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Credit Card (automatic),61,61.00152,229.99,229.9931,5482.8,5482.759209,4,3,4,3,4,2,4,3
5878,56,VA,1429,Shenandoah,9,3,Rural,90,America/New_York,0,70,1,Boomers,35738.78,3,Separated,1,Male,No,10.4,10.39931,14,1,0,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Credit Card (automatic),60.9,60.92178,114.95,114.9509,5511.6,5511.579607,3,3,4,3,4,3,3,2
5879,13,AZ,1111,Navajo,322,3,Rural,94,America/Phoenix,1,77,5,Post War,62309.09,0,Divorced,0,Female,No,11.7,11.74663,9,0,2,0,No,0,Month-to-month,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,Bank Transfer(automatic),64.6,64.63019,192.44,192.4404,5595.3,5595.256243,3,3,3,2,5,3,3,4
5880,46,OK,343,Carter,1010,3,Rural,76,America/Chicago,2,62,1,Boomers,14744.09,3,Separated,1,Male,No,9.4,9.358337,11,0,0,0,No,0,Month-to-month,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Credit Card (automatic),67,66.9541,217.47,217.4725,6002.2,6002.159687,1,1,2,3,4,4,2,2
5881,39,NE,545,Douglas,8658,1,Urban,76,America/Chicago,4,89,5,Post War,37652.91,1,Married,1,Male,No,14.1,14.06726,15,1,1,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Credit Card (automatic),71.8,71.80429,137.47,137.4686,6125.8,6125.821735,5,5,5,3,3,6,6,4
5882,33,MN,217,Becker,0,1,Urban,76,America/Chicago,1,40,4,Millennials,50465.23,4,Widowed,1,Male,No,10.2,10.2408,14,0,0,0,No,2,Two Year,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,1,Credit Card (automatic),37,37.04125,149.94,149.9447,3822.5,3822.54562,3,3,4,3,3,5,4,5
5883,26,KS,744,Harvey,1879,3,Rural,76,America/Chicago,0,88,5,Post War,6015.6,3,Separated,1,Male,Yes,9.3,9.281327,19,0,0,1,Yes,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),46.6,46.55404,220.12,220.1185,4194.2,4194.186085,4,3,4,5,3,3,4,4
5884,37,NC,305,Burke,1537,3,Rural,90,America/New_York,2,19,3,GerZ,13543.51,3,Separated,0,Female,No,13,12.97013,16,1,0,0,No,1,One year,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,11,Mailed Check,65.5,65.54969,204.96,204.9634,5976.7,5976.68996,3,3,3,2,4,3,1,4
5885,51,SC,780,Horry,16548,3,Rural,90,America/New_York,2,88,5,Post War,81253.97,1,Married,0,Female,No,8.2,8.241715,14,2,0,1,Yes,0,Month-to-month,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,0,Bank Transfer(automatic),57.2,57.18854,159.98,159.983,4801.9,4801.928653,5,5,4,4,3,5,5,6
5886,22,IA,280,Bremer,1174,2,Suburban,76,America/Chicago,0,50,2,GerX,137978.3,2,Never Married,0,Female,No,10.9,10.94259,20,3,2,1,Yes,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,0,No,1,Credit Card (automatic),44.9,44.89729,172.46,172.4567,4323.8,4323.817647,3,3,3,6,4,3,3,3
5887,51,SC,213,Beaufort,587,2,Suburban,90,America/New_York,3,29,4,Millennials,8068.23,0,Divorced,1,Male,No,9.9,9.92206,11,1,0,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,0,No,0,No,1,Yes,10,Electronic Check,69.9,69.90673,117.49,117.4872,6470,6470.044027,3,2,4,4,6,4,3,2
5888,24,IL,1428,Shelby,2778,3,Rural,76,America/Chicago,0,63,1,Boomers,54739.98,4,Widowed,1,Male,No,11.6,11.59205,14,2,0,0,No,0,Month-to-month,1,Yes,1,Yes,,#N/A,DSL,1,Yes,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,0,No,1,Yes,10,Electronic Check,59,58.9945,140,140.0013,5514.9,5514.922539,3,3,4,3,5,1,2,3
5889,44,NY,1492,Steuben,12135,1,Urban,90,America/New_York,3,29,4,Millennials,33280.3,4,Widowed,0,Female,No,8.9,8.904872,12,0,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,0,No,1,Credit Card (automatic),62.9,62.94907,144.96,144.9607,5386.6,5386.649919,4,4,5,4,2,4,5,5
5890,14,CA,576,El Dorado,0,2,Suburban,88,America/Los_Angeles,3,69,1,Boomers,44042.94,3,Separated,0,Female,No,14.9,14.90722,16,0,0,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,0,Bank Transfer(automatic),64.1,64.07956,184.97,184.967,5655.5,5655.455765,2,1,2,4,3,3,3,2
5891,15,CO,517,Denver,34381,2,Suburban,77,America/Denver,2,49,2,GerX,65174.04,3,Separated,1,Male,No,6.3,6.304058,12,2,1,0,No,2,Two Year,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Credit Card (automatic),46.6,46.55143,129.96,129.9621,4616.3,4616.261041,5,4,4,3,5,5,4,4
5892,53,TN,400,Claiborne,10790,1,Urban,90,America/New_York,1,40,4,Millennials,15503.73,3,Separated,0,Female,Yes,15.3,15.33231,15,0,3,0,No,0,Month-to-month,1,Yes,1,Yes,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,0,No,11,Mailed Check,40.8,40.7843,172.46,172.4567,4050.4,4050.379301,3,3,3,4,2,4,4,4
5893,52,SD,699,Gregory,384,1,Urban,76,America/Chicago,0,54,2,GerX,2421.1,3,Separated,1,Male,No,11.5,11.51282,12,0,0,0,No,1,One year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,0,No,0,No,1,Yes,11,Mailed Check,56,56.03048,167.46,167.4564,4821.7,4821.711621,3,2,4,3,3,4,3,4
5894,37,NC,1590,Union,26999,3,Rural,90,America/New_York,1,33,4,Millennials,43838.7,4,Widowed,0,Female,No,8.7,8.650524,7,0,0,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,0,No,0,Bank Transfer(automatic),68.9,68.89551,152.48,152.4798,6083.4,6083.416035,4,4,3,2,3,3,5,3
5895,11,AL,1579,Tuscaloosa,16305,2,Suburban,76,America/Chicago,3,80,5,Post War,25945.22,4,Widowed,1,Male,No,7.1,7.080619,13,1,1,1,Yes,0,Month-to-month,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,0,No,0,No,0,Bank Transfer(automatic),66.9,66.94288,182.47,182.4676,5874.7,5874.695874,3,3,4,3,4,5,3,1
5896,45,OH,597,Fairfield,2669,1,Urban,90,America/New_York,1,70,1,Boomers,57738.77,3,Separated,1,Male,No,12.9,12.85404,13,0,0,0,No,0,Month-to-month,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Credit Card (automatic),66.5,66.52284,127.48,127.482,5573.3,5573.344552,4,4,3,3,3,3,4,4
5897,54,TX,240,Bexar,2174,3,Rural,76,America/Chicago,0,34,4,Millennials,7936.05,1,Married,1,Male,No,10.9,10.89278,7,2,0,0,No,0,Month-to-month,1,Yes,0,No,,None,None,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,10,Electronic Check,56.3,56.28159,139.98,139.9792,5070.8,5070.792059,3,3,2,5,3,4,4,4
5898,44,NY,1504,Sullivan,160,2,Suburban,90,America/New_York,2,43,2,GerX,31808.9,0,Divorced,0,Female,No,12,12.0039,8,2,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,0,No,0,No,0,Bank Transfer(automatic),62.1,62.11875,174.98,174.9768,5940.7,5940.705687,4,4,3,3,2,3,5,4
5899,54,TX,738,Harris,88344,2,Suburban,76,America/Chicago,2,26,4,Millennials,68169.91,0,Divorced,0,Female,Yes,6.1,6.075894,10,2,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,10,Electronic Check,61.3,61.2541,242.61,242.6106,6191.6,6191.579895,3,4,5,1,4,2,4,2
5900,26,KS,836,Johnson,63884,1,Urban,76,America/Chicago,8,26,4,Millennials,54959.67,4,Widowed,0,Female,No,11.9,11.86882,10,1,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,0,No,1,Credit Card (automatic),50.8,50.76733,129.99,129.9915,5148.1,5148.146411,3,3,3,5,4,3,4,3
5901,53,TN,1677,Williamson,56641,2,Suburban,76,America/Chicago,0,19,3,GerZ,66370.29,4,Widowed,1,Male,No,5.1,5.10323,14,2,1,1,Yes,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,11,Mailed Check,71.8,71.82846,174.96,174.9618,6399.1,6399.072403,3,2,4,4,2,3,5,3
5902,21,HI,776,Honolulu,59482,2,Suburban,98,Pacific/Honolulu,0,67,1,Boomers,35827.4,2,Never Married,0,Female,No,17.7,17.74581,14,2,1,0,No,0,Month-to-month,0,No,1,Yes,,#N/A,DSL,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,0,Bank Transfer(automatic),70.7,70.73486,154.96,154.9618,6518.5,6518.531089,3,3,3,2,5,2,4,3
5903,22,IA,1411,Scott,335,1,Urban,76,America/Chicago,2,45,2,GerX,21089.21,4,Widowed,1,Male,No,8.8,8.777909,5,1,2,0,No,1,One year,0,No,0,No,,#N/A,DSL,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),40.1,40.12358,202.65,202.65,4439.4,4439.358981,2,3,3,3,3,4,3,4
5904,46,OK,1165,Oklahoma,5082,3,Rural,76,America/Chicago,1,78,5,Post War,84969.58,2,Never Married,0,Female,No,6.5,6.541451,10,1,1,0,No,1,One year,1,Yes,0,No,,None,None,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,1,Yes,0,Bank Transfer(automatic),55.7,55.67612,107.53,107.5286,4661.2,4661.218675,4,5,5,5,2,4,4,4
5905,37,NC,1175,Orange,26054,1,Urban,90,America/New_York,1,35,4,Millennials,92162.79,1,Married,0,Female,No,12.6,12.56509,10,0,1,1,Yes,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,0,No,0,No,1,Yes,10,Electronic Check,68,67.97028,127.5,127.4958,5805.2,5805.233954,3,2,3,3,4,3,2,4
5906,54,TX,738,Harris,82257,3,Rural,76,America/Chicago,0,26,4,Millennials,37627.29,1,Married,0,Female,No,7.1,7.081915,11,1,1,0,No,0,Month-to-month,0,No,1,Yes,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,0,No,0,No,11,Mailed Check,48.3,48.31617,159.98,159.9794,4697.8,4697.773285,3,3,2,4,4,3,3,4
5907,20,GA,838,Jones,15113,1,Urban,90,America/New_York,5,24,3,GerZ,53611.13,1,Married,1,Male,No,10.6,10.63657,12,2,2,1,Yes,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,10,Electronic Check,68.9,68.88054,184.96,184.9647,6294.2,6294.155657,2,2,3,4,3,3,3,3
5908,29,MA,1256,Plymouth,23298,3,Rural,90,America/New_York,1,72,1,Boomers,108982.2,1,Married,0,Female,No,9.9,9.918595,11,0,1,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,10,Electronic Check,65.5,65.48947,92.46,92.45514,5733.8,5733.79702,3,3,4,3,3,3,4,2
5909,32,MI,823,Jackson,38659,2,Suburban,78,America/Detroit,0,87,5,Post War,27679.48,2,Never Married,0,Female,No,9.3,9.291311,8,2,0,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,1,Credit Card (automatic),56.8,56.81183,159.93,159.9349,4819.1,4819.114767,5,4,4,4,2,4,4,3
5910,22,IA,1182,Osceola,701,3,Rural,76,America/Chicago,1,75,1,Boomers,59827.93,0,Divorced,1,Male,No,8.1,8.090061,7,0,0,0,No,0,Month-to-month,1,Yes,1,Yes,,#N/A,DSL,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,0,No,10,Electronic Check,58.1,58.09792,132.47,132.466,5440.7,5440.70707,4,5,5,3,3,3,3,3
5911,48,PA,1080,Montgomery,5791,2,Suburban,90,America/New_York,0,71,1,Boomers,29957.52,3,Separated,1,Male,No,12.4,12.40857,16,1,0,1,Yes,0,Month-to-month,0,No,1,Yes,,#N/A,DSL,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,10,Electronic Check,69.8,69.83332,129.99,129.9915,6398.8,6398.841901,3,3,3,4,2,4,3,4
5912,33,MN,755,Hennepin,29243,1,Urban,76,America/Chicago,0,21,3,GerZ,11162.56,3,Separated,1,Male,No,8.2,8.172079,10,0,1,1,Yes,0,Month-to-month,1,Yes,0,No,,None,None,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,0,No,1,Yes,10,Electronic Check,66.3,66.31056,137.5,137.4978,5847.4,5847.437103,5,5,6,5,3,5,3,4
5913,59,WI,1059,Milwaukee,14990,3,Rural,76,America/Chicago,4,31,4,Millennials,46024.12,1,Married,1,Male,Yes,10.2,10.20203,13,1,1,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,0,No,11,Mailed Check,40.1,40.13259,267.64,267.6427,4642.6,4642.627892,5,4,5,3,5,5,4,3
5914,22,IA,104,Adair,1501,1,Urban,76,America/Chicago,0,48,2,GerX,41734.27,0,Divorced,0,Female,No,9.4,9.4486,15,2,0,1,Yes,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,1,Credit Card (automatic),71.1,71.11315,92.46,92.45514,6242.5,6242.49162,5,5,4,4,5,2,3,3
5915,11,AL,472,Crenshaw,1401,2,Suburban,76,America/Chicago,4,23,3,GerZ,18537.85,2,Never Married,0,Female,No,13,13.03992,11,1,0,0,No,2,Two Year,0,No,1,Yes,,Fiber Optic,Fiber Optic,0,No,0,No,0,No,0,No,1,Yes,1,Yes,0,No,0,No,0,No,1,Credit Card (automatic),51.8,51.83337,137.49,137.4872,4543.8,4543.82768,3,4,3,3,3,3,2,3
5916,12,AR,274,Bradley,382,3,Rural,76,America/Chicago,0,66,1,Boomers,36172.9,0,Divorced,1,Male,No,10.1,10.06837,18,2,0,0,No,1,One year,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,10,Electronic Check,66.2,66.16845,210.11,210.1051,6376.6,6376.639792,5,5,3,3,5,3,4,3
5917,54,TX,320,Caldwell,345,1,Urban,76,America/Chicago,4,29,4,Millennials,114851.2,0,Divorced,0,Female,No,5.9,5.888136,12,0,1,0,No,2,Two Year,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,0,No,1,Yes,0,No,0,Bank Transfer(automatic),44.5,44.47594,209.99,209.9931,4735.6,4735.622867,6,5,5,3,3,5,5,5
5918,51,SC,135,Anderson,6915,1,Urban,90,America/New_York,3,39,4,Millennials,26310,0,Divorced,1,Male,Yes,5.4,5.4121,15,1,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,0,No,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,10,Electronic Check,41.9,41.92048,275.13,275.1336,4314.3,4314.292516,2,2,4,2,4,2,4,5
5919,49,PR,1380,San Juan,13351,2,Suburban,95,America/Puerto_Rico,0,80,5,Post War,63130.04,0,Divorced,1,Male,No,7.2,7.173192,14,1,1,1,Yes,2,Two Year,1,Yes,0,No,,None,None,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,Bank Transfer(automatic),69.9,69.90151,102.47,102.4746,5801.1,5801.078035,5,5,5,4,4,4,4,3
5920,44,NY,588,Erie,14037,1,Urban,90,America/New_York,1,74,1,Boomers,22295.46,3,Separated,0,Female,No,9.7,9.662032,11,0,0,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,0,Bank Transfer(automatic),65.1,65.07074,225.13,225.132,6323.7,6323.723983,3,2,3,3,2,2,3,4
5921,14,CA,963,Los Angeles,22892,1,Urban,88,America/Los_Angeles,0,78,5,Post War,19755.18,2,Never Married,0,Female,No,4.8,4.773365,9,0,0,0,No,0,Month-to-month,1,Yes,1,Yes,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,11,Mailed Check,61.1,61.10961,194.97,194.9663,5735.2,5735.231545,4,5,4,5,4,3,5,4
5922,20,GA,1025,McIntosh,1213,3,Rural,90,America/New_York,4,76,1,Boomers,54592.75,3,Separated,1,Male,Yes,8.2,8.239249,12,2,1,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,10,Electronic Check,61,60.97795,257.65,257.6513,6274,6273.993497,4,3,3,6,3,4,4,4
5923,20,GA,435,Colquitt,22858,2,Suburban,90,America/New_York,0,18,3,GerZ,21136.06,1,Married,1,Male,No,8.3,8.297045,9,0,0,1,Yes,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,10,Electronic Check,65.5,65.51642,194.97,194.9744,5862.2,5862.216204,5,4,5,1,5,3,3,4
5924,33,MN,224,Beltrami,1471,3,Rural,76,America/Chicago,1,30,4,Millennials,48308.34,4,Widowed,1,Male,No,5.7,5.745821,13,1,0,0,No,0,Month-to-month,1,Yes,0,No,,None,None,0,No,0,No,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,11,Mailed Check,61.8,61.83914,104.96,104.9629,5401.8,5401.772294,3,1,3,5,2,3,5,2
5925,11,AL,692,Greene,1347,3,Rural,76,America/Chicago,4,58,1,Boomers,103476.1,3,Separated,0,Female,No,11.3,11.29179,8,3,0,0,No,1,One year,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Credit Card (automatic),52.9,52.89423,139.97,139.965,5084.9,5084.851456,3,5,3,5,3,5,5,4
5926,54,TX,1687,Wise,4508,2,Suburban,76,America/Chicago,3,62,1,Boomers,41031.65,2,Never Married,0,Female,No,10.8,10.84131,12,4,0,0,No,1,One year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,1,Credit Card (automatic),60,60.04495,230.11,230.1051,5519.8,5519.813683,4,3,3,5,4,4,5,5
5927,60,WV,657,Gilmer,392,2,Suburban,90,America/New_York,0,52,2,GerX,47410.05,3,Separated,1,Male,No,5.9,5.935326,13,1,2,0,No,1,One year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,10,Electronic Check,53.8,53.80449,184.96,184.9647,4813.1,4813.13127,3,3,3,4,4,4,4,5
5928,44,NY,1170,Oneida,484,3,Rural,90,America/New_York,1,30,4,Millennials,19863.77,4,Widowed,0,Female,No,5.7,5.715477,13,1,0,0,No,1,One year,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,0,No,0,No,0,No,1,Credit Card (automatic),65.1,65.06381,137.49,137.4872,5512.6,5512.596647,4,3,4,3,5,3,3,4
5929,24,IL,958,Livingston,1865,1,Urban,76,America/Chicago,1,46,2,GerX,24616.46,1,Married,0,Female,No,7.4,7.438109,18,0,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,0,Bank Transfer(automatic),53.4,53.4492,242.61,242.6106,5455.7,5455.706117,4,3,4,3,3,5,4,4
5930,54,TX,638,Galveston,5429,2,Suburban,76,America/Chicago,4,71,1,Boomers,40557.84,0,Divorced,0,Female,No,7,7.023333,13,0,0,0,No,0,Month-to-month,1,Yes,1,Yes,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,10,Electronic Check,60.9,60.85074,92.46,92.45514,5449.3,5449.342554,5,4,3,3,3,4,2,4
5931,54,TX,1638,Washington,29737,2,Suburban,76,America/Chicago,3,59,1,Boomers,57227.25,1,Married,2,Nonbinary,No,11.4,11.4115,15,0,0,0,No,0,Month-to-month,1,Yes,0,No,,None,None,0,No,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,11,Mailed Check,58.3,58.25985,127.51,127.5112,4979.8,4979.764199,4,4,3,3,3,4,2,3
5932,14,CA,963,Los Angeles,26634,1,Urban,88,America/Los_Angeles,4,56,2,GerX,32002.74,2,Never Married,0,Female,No,6.6,6.628418,15,0,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,1,Yes,1,Yes,1,Credit Card (automatic),56.8,56.83604,127.44,127.4421,5329.2,5329.246171,4,3,5,4,2,3,4,3
5933,44,NY,1187,Otsego,21997,2,Suburban,90,America/New_York,0,73,1,Boomers,18957.86,0,Divorced,0,Female,No,6.1,6.085329,18,0,2,0,No,1,One year,1,Yes,1,Yes,,#N/A,DSL,1,Yes,0,No,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,No,11,Mailed Check,70.2,70.16829,129.96,129.9598,6318,6317.989438,4,2,3,3,5,3,2,2
5934,51,SC,695,Greenville,32031,2,Suburban,90,America/New_York,0,57,2,GerX,65952.12,0,Divorced,0,Female,No,13.1,13.10857,11,0,0,1,Yes,1,One year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,1,Credit Card (automatic),52.7,52.66447,194.96,194.9581,4724.8,4724.802444,1,2,2,2,4,2,2,4
5935,54,TX,1008,Matagorda,23989,1,Urban,76,America/Chicago,1,77,5,Post War,26354.71,4,Widowed,0,Female,No,13.9,13.93974,18,4,0,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Credit Card (automatic),58.2,58.238,192.46,192.4567,4945.7,4945.69374,3,3,3,4,3,2,4,5
5936,51,SC,135,Anderson,19301,2,Suburban,90,America/New_York,1,82,5,Post War,59816,1,Married,0,Female,No,7.3,7.343126,14,0,0,0,No,1,One year,0,No,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,10,Electronic Check,54.8,54.77909,200.12,200.1185,5285,5285.025958,5,4,4,3,3,4,5,6
5937,20,GA,1076,Monroe,16459,3,Rural,90,America/New_York,8,50,2,GerX,16168.56,2,Never Married,2,Nonbinary,No,8.4,8.434367,8,1,0,0,No,0,Month-to-month,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,10,Electronic Check,71.2,71.16283,192.44,192.4404,6395.5,6395.482406,4,3,3,4,5,4,4,4
5938,23,ID,258,Bonneville,18103,1,Urban,75,America/Boise,0,27,4,Millennials,23515.27,4,Widowed,0,Female,No,9.6,9.602143,10,3,0,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,0,No,1,Yes,1,Credit Card (automatic),58.3,58.27269,160,160.0013,5078,5078.029461,2,2,2,3,3,3,3,3
